,type,id,bnf_code,nm,ingredient,ddd,ddd_uomcd,category,paragraph,Route,ddd_flag
618,vmp,38521211000001101,,Gentamicin 160mg/100ml infusion bags,Gentamicin sulfate,-9.223372036854776e+18,,Access,Aminoglycosides,Injectable,0
619,vmp,29903511000001102,0501040H0AABBBB,Gentamicin 20mg/2ml solution for injection ampoules,Gentamicin sulfate,-9.223372036854776e+18,,Access,Aminoglycosides,Injectable,0
620,vmp,36063011000001107,0501040H0AAAEAE,Gentamicin 20mg/2ml solution for injection vials,Gentamicin sulfate,240.0,258684004.0,Access,Aminoglycosides,Injectable,1
621,vmp,36063011000001107,0501040H0AAAEAE,Gentamicin 20mg/2ml solution for injection vials,Gentamicin sulfate,240.0,258684004.0,Access,Aminoglycosides,Injectable,1
622,vmp,324127002,0501040H0AAAEAE,Gentamicin 20mg/2ml solution for injection vials,Gentamicin sulfate,240.0,258684004.0,Access,Aminoglycosides,Injectable,1
623,vmp,324127002,0501040H0AAAEAE,Gentamicin 20mg/2ml solution for injection vials,Gentamicin sulfate,240.0,258684004.0,Access,Aminoglycosides,Injectable,1
624,vmp,8750011000001100,,Gentamicin 225mg implant,Gentamicin sulfate,-9.223372036854776e+18,,Access,Aminoglycosides,Topical,0
625,vmp,7652011000001101,,Gentamicin 240mg/100ml infusion bags,Gentamicin sulfate,-9.223372036854776e+18,,Access,Aminoglycosides,Injectable,0
626,vmp,38521311000001109,,Gentamicin 240mg/106ml infusion bags,Gentamicin sulfate,-9.223372036854776e+18,,Access,Aminoglycosides,Injectable,0
627,vmp,29951111000001100,0501040H0AABDBD,Gentamicin 240mg/80ml infusion bags,Gentamicin sulfate,240.0,258684004.0,Access,Aminoglycosides,Injectable,1
628,vmp,39405311000001105,,Gentamicin 240mg/80ml infusion polyethylene bottles,Gentamicin sulfate,-9.223372036854776e+18,,Access,Aminoglycosides,Injectable,0
629,vmp,8751411000001100,,Gentamicin 28mg implant,Gentamicin sulfate,-9.223372036854776e+18,,Access,Aminoglycosides,Topical,0
630,vmp,38521411000001102,,Gentamicin 300mg/107.5ml infusion bags,Gentamicin sulfate,-9.223372036854776e+18,,Access,Aminoglycosides,Injectable,0
631,vmp,27800411000001108,0501040H0AAAZAZ,Gentamicin 30mg/5ml oral suspension,Gentamicin sulfate,-9.223372036854776e+18,,Access,Aminoglycosides,Oral,0
632,vmp,29827911000001102,0501040H0AABABA,Gentamicin 35mg/5ml oral suspension,Gentamicin sulfate,-9.223372036854776e+18,,Access,Aminoglycosides,Oral,0
633,vmp,7652511000001109,,Gentamicin 360mg/100ml infusion bags,Gentamicin sulfate,-9.223372036854776e+18,,Access,Aminoglycosides,Injectable,0
634,vmp,38521511000001103,,Gentamicin 360mg/109ml infusion bags,Gentamicin sulfate,-9.223372036854776e+18,,Access,Aminoglycosides,Injectable,0
635,vmp,29951211000001106,0501040H0AABEBE,Gentamicin 360mg/120ml infusion bags,Gentamicin sulfate,240.0,258684004.0,Access,Aminoglycosides,Injectable,1
636,vmp,39405411000001103,,Gentamicin 360mg/120ml infusion polyethylene bottles,Gentamicin sulfate,-9.223372036854776e+18,,Access,Aminoglycosides,Injectable,0
637,vmp,36050911000001105,0501040H0AAAQAQ,Gentamicin 40mg/1ml solution for injection ampoules,Gentamicin sulfate,240.0,258684004.0,Access,Aminoglycosides,Injectable,1
638,vmp,36050911000001105,0501040H0AAAQAQ,Gentamicin 40mg/1ml solution for injection ampoules,Gentamicin sulfate,240.0,258684004.0,Access,Aminoglycosides,Injectable,1
639,vmp,324118003,0501040H0AAAQAQ,Gentamicin 40mg/1ml solution for injection ampoules,Gentamicin sulfate,240.0,258684004.0,Access,Aminoglycosides,Injectable,1
640,vmp,324118003,0501040H0AAAQAQ,Gentamicin 40mg/1ml solution for injection ampoules,Gentamicin sulfate,240.0,258684004.0,Access,Aminoglycosides,Injectable,1
641,vmp,38521611000001104,,Gentamicin 440mg/111ml infusion bags,Gentamicin sulfate,-9.223372036854776e+18,,Access,Aminoglycosides,Injectable,0
642,vmp,32749211000001108,0501040H0AABFBF,Gentamicin 45mg/5ml oral solution,Gentamicin sulfate,-9.223372036854776e+18,,Access,Aminoglycosides,Oral,0
643,vmp,8523611000001103,0501040H0AAAWAW,Gentamicin 50mg/5ml oral solution,Gentamicin sulfate,240.0,258684004.0,Access,Aminoglycosides,Oral,1
644,vmp,4615711000001107,0501040H0AAAHAH,Gentamicin 5mg/1ml solution for injection ampoules,Gentamicin sulfate,240.0,258684004.0,Access,Aminoglycosides,Injectable,1
645,vmp,4615711000001107,0501040H0AAAHAH,Gentamicin 5mg/1ml solution for injection ampoules,Gentamicin sulfate,240.0,258684004.0,Access,Aminoglycosides,Injectable,1
646,vmp,12089911000001108,0501040H0AAAXAX,Gentamicin 62.5mg/5ml oral solution,Gentamicin sulfate,-9.223372036854776e+18,,Access,Aminoglycosides,Oral,0
647,vmp,8748511000001108,,Gentamicin 75mg implant,Gentamicin sulfate,-9.223372036854776e+18,,Access,Aminoglycosides,Topical,0
648,vmp,12090011000001100,0501040H0AAAYAY,Gentamicin 75mg/5ml oral solution,Gentamicin sulfate,-9.223372036854776e+18,,Access,Aminoglycosides,Oral,0
649,vmp,36051011000001102,0501040H0AAAAAA,Gentamicin 80mg/2ml solution for injection ampoules,Gentamicin sulfate,240.0,258684004.0,Access,Aminoglycosides,Injectable,1
650,vmp,36051011000001102,0501040H0AAAAAA,Gentamicin 80mg/2ml solution for injection ampoules,Gentamicin sulfate,240.0,258684004.0,Access,Aminoglycosides,Injectable,1
651,vmp,347666005,0501040H0AAAAAA,Gentamicin 80mg/2ml solution for injection ampoules,Gentamicin sulfate,240.0,258684004.0,Access,Aminoglycosides,Injectable,1
652,vmp,347666005,0501040H0AAAAAA,Gentamicin 80mg/2ml solution for injection ampoules,Gentamicin sulfate,240.0,258684004.0,Access,Aminoglycosides,Injectable,1
653,vmp,36051111000001101,0501040H0AAAMAM,Gentamicin 80mg/2ml solution for injection vials,Gentamicin sulfate,240.0,258684004.0,Access,Aminoglycosides,Injectable,1
654,vmp,36051111000001101,0501040H0AAAMAM,Gentamicin 80mg/2ml solution for injection vials,Gentamicin sulfate,240.0,258684004.0,Access,Aminoglycosides,Injectable,1
655,vmp,347688005,0501040H0AAAMAM,Gentamicin 80mg/2ml solution for injection vials,Gentamicin sulfate,240.0,258684004.0,Access,Aminoglycosides,Injectable,1
656,vmp,347688005,0501040H0AAAMAM,Gentamicin 80mg/2ml solution for injection vials,Gentamicin sulfate,240.0,258684004.0,Access,Aminoglycosides,Injectable,1
657,vmp,7651311000001107,,Gentamicin 80mg/50ml infusion bags,Gentamicin sulfate,-9.223372036854776e+18,,Access,Aminoglycosides,Injectable,0
658,vmp,29951311000001103,0501040H0AABCBC,Gentamicin 80mg/80ml infusion bags,Gentamicin sulfate,240.0,258684004.0,Access,Aminoglycosides,Injectable,1
659,vmp,39405511000001104,,Gentamicin 80mg/80ml infusion polyethylene bottles,Gentamicin sulfate,-9.223372036854776e+18,,Access,Aminoglycosides,Injectable,0
660,vmp,331771000,1304000V0AACKCK,Hydrocortisone 1% / Neomycin 0.5% cream,Neomycin sulfate,-9.223372036854776e+18,,Watch,Aminoglycosides,Topical,0
661,vmp,330952003,1201010G0AAAAAA,Hydrocortisone 1.5% / Neomycin 0.5% ear/eye drops,Neomycin sulfate,-9.223372036854776e+18,,Watch,Aminoglycosides,Topical,0
662,vmp,330952003,1201010G0AAAAAA,Hydrocortisone 1.5% / Neomycin 0.5% ear/eye drops,Neomycin sulfate,-9.223372036854776e+18,,Watch,Aminoglycosides,Topical,0
663,vmp,330951005,1201010G0AAABAB,Hydrocortisone 1.5% / Neomycin 0.5% ear/eye ointment,Neomycin sulfate,-9.223372036854776e+18,,Watch,Aminoglycosides,Topical,0
664,vmp,330951005,1201010G0AAABAB,Hydrocortisone 1.5% / Neomycin 0.5% ear/eye ointment,Neomycin sulfate,-9.223372036854776e+18,,Watch,Aminoglycosides,Topical,0
665,vmp,331742001,1304000X0AACBCB,Hydrocortisone acetate 1% / Fusidic acid 2% cream,Fusidic acid,-9.223372036854776e+18,,Watch,Others,Topical,0
666,vmp,331740009,1304000X0AACGCG,Hydrocortisone acetate 1% / Sodium fusidate 2% ointment,Sodium fusidate,-9.223372036854776e+18,,Uncategorised,Others,Topical,0
667,vmp,4396211000001103,0501022D0AAAAAA,Imipenem 500mg / Cilastatin 500mg powder for solution for infusion vials,Cilastatin sodium,2.0,258682000.0,Watch,Cephalosporins and other beta-lactams,Injectable,1
668,vmp,4396211000001103,0501022D0AAAAAA,Imipenem 500mg / Cilastatin 500mg powder for solution for infusion vials,Imipenem monohydrate,2.0,258682000.0,Watch,Cephalosporins and other beta-lactams,Injectable,1
669,vmp,323970005,0501022D0AAACAC,Imipenem 500mg / Cilastatin 500mg powder for suspension for injection vials,Cilastatin sodium,2.0,258682000.0,Watch,Cephalosporins and other beta-lactams,Injectable,1
670,vmp,323970005,0501022D0AAACAC,Imipenem 500mg / Cilastatin 500mg powder for suspension for injection vials,Imipenem monohydrate,2.0,258682000.0,Watch,Cephalosporins and other beta-lactams,Injectable,1
671,vmp,4396111000001109,0501022D0AAACAC,Imipenem 500mg / Cilastatin 500mg powder for suspension for injection vials,Cilastatin sodium,2.0,258682000.0,Watch,Cephalosporins and other beta-lactams,Injectable,1
672,vmp,4396111000001109,0501022D0AAACAC,Imipenem 500mg / Cilastatin 500mg powder for suspension for injection vials,Imipenem monohydrate,2.0,258682000.0,Watch,Cephalosporins and other beta-lactams,Injectable,1
673,vmp,324472004,0501090K0AAAIAI,Isoniazid 100mg tablets,Isoniazid,300.0,258684004.0,Uncategorised,Others,Oral,1
674,vmp,8562211000001104,0501090K0AABJBJ,Isoniazid 100mg/5ml oral solution,Isoniazid,300.0,258684004.0,Uncategorised,Others,Oral,1
675,vmp,8562311000001107,0501090K0AABJBJ,Isoniazid 100mg/5ml oral suspension,Isoniazid,300.0,258684004.0,Uncategorised,Others,Oral,1
676,vmp,32464311000001101,,Isoniazid 100mg/5ml solution for injection ampoules,Isoniazid,-9.223372036854776e+18,,Uncategorised,Others,Injectable,0
677,vmp,32464311000001101,,Isoniazid 100mg/5ml solution for injection ampoules,Isoniazid,-9.223372036854776e+18,,Uncategorised,Others,Injectable,0
678,vmp,32464311000001101,,Isoniazid 100mg/5ml solution for injection ampoules,Isoniazid,-9.223372036854776e+18,,Uncategorised,Others,Injectable,0
679,vmp,32464311000001101,,Isoniazid 100mg/5ml solution for injection ampoules,Isoniazid,-9.223372036854776e+18,,Uncategorised,Others,Injectable,0
680,vmp,32464311000001101,,Isoniazid 100mg/5ml solution for injection ampoules,Isoniazid,-9.223372036854776e+18,,Uncategorised,Others,Injectable,0
681,vmp,32464311000001101,,Isoniazid 100mg/5ml solution for injection ampoules,Isoniazid,-9.223372036854776e+18,,Uncategorised,Others,Injectable,0
682,vmp,12639711000001108,0501090K0AABQBQ,Isoniazid 110mg/5ml oral solution,Isoniazid,300.0,258684004.0,Uncategorised,Others,Oral,1
683,vmp,12639811000001100,0501090K0AACSCS,Isoniazid 119mg/5ml oral solution,Isoniazid,300.0,258684004.0,Uncategorised,Others,Oral,1
684,vmp,12639911000001105,0501090K0AABZBZ,Isoniazid 120mg/5ml oral solution,Isoniazid,300.0,258684004.0,Uncategorised,Others,Oral,1
685,vmp,12640011000001104,0501090K0AACECE,Isoniazid 125mg/5ml oral solution,Isoniazid,300.0,258684004.0,Uncategorised,Others,Oral,1
686,vmp,12640111000001103,0501090K0AABKBK,Isoniazid 130mg/5ml oral solution,Isoniazid,300.0,258684004.0,Uncategorised,Others,Oral,1
687,vmp,12640211000001109,0501090K0AABPBP,Isoniazid 135mg/5ml oral solution,Isoniazid,300.0,258684004.0,Uncategorised,Others,Oral,1
688,vmp,12640311000001101,0501090K0AACBCB,Isoniazid 140mg/5ml oral solution,Isoniazid,300.0,258684004.0,Uncategorised,Others,Oral,1
689,vmp,8562411000001100,0501090K0AABLBL,Isoniazid 150mg/5ml oral solution,Isoniazid,300.0,258684004.0,Uncategorised,Others,Oral,1
690,vmp,8562511000001101,0501090K0AABLBL,Isoniazid 150mg/5ml oral suspension,Isoniazid,300.0,258684004.0,Uncategorised,Others,Oral,1
691,vmp,12640411000001108,0501090K0AABNBN,Isoniazid 17.5mg/5ml oral solution,Isoniazid,300.0,258684004.0,Uncategorised,Others,Oral,1
692,vmp,12640511000001107,0501090K0AACKCK,Isoniazid 170mg/5ml oral solution,Isoniazid,300.0,258684004.0,Uncategorised,Others,Oral,1
693,vmp,12640611000001106,0501090K0AACGCG,Isoniazid 175mg/5ml oral solution,Isoniazid,300.0,258684004.0,Uncategorised,Others,Oral,1
694,vmp,12640711000001102,0501090K0AABUBU,Isoniazid 180mg/5ml oral solution,Isoniazid,300.0,258684004.0,Uncategorised,Others,Oral,1
695,vmp,8580311000001105,0501090K0AABMBM,Isoniazid 200mg/5ml oral solution,Isoniazid,300.0,258684004.0,Uncategorised,Others,Oral,1
696,vmp,8580411000001103,0501090K0AABMBM,Isoniazid 200mg/5ml oral suspension,Isoniazid,300.0,258684004.0,Uncategorised,Others,Oral,1
697,vmp,12640811000001105,0501090K0AABSBS,Isoniazid 220mg/5ml oral solution,Isoniazid,300.0,258684004.0,Uncategorised,Others,Oral,1
698,vmp,12640911000001100,0501090K0AABWBW,Isoniazid 250mg/5ml oral solution,Isoniazid,300.0,258684004.0,Uncategorised,Others,Oral,1
699,vmp,12641011000001108,0501090K0AACDCD,Isoniazid 25mg/5ml oral solution,Isoniazid,300.0,258684004.0,Uncategorised,Others,Oral,1
700,vmp,12641111000001109,0501090K0AACFCF,Isoniazid 260mg/5ml oral solution,Isoniazid,300.0,258684004.0,Uncategorised,Others,Oral,1
701,vmp,12641211000001103,0501090K0AACACA,Isoniazid 270mg/5ml oral solution,Isoniazid,300.0,258684004.0,Uncategorised,Others,Oral,1
702,vmp,12641311000001106,0501090K0AACLCL,Isoniazid 27mg/5ml oral solution,Isoniazid,300.0,258684004.0,Uncategorised,Others,Oral,1
703,vmp,12641411000001104,0501090K0AACRCR,Isoniazid 30.5mg/5ml oral solution,Isoniazid,300.0,258684004.0,Uncategorised,Others,Oral,1
704,vmp,377060006,,Isoniazid 300mg tablets,Isoniazid,-9.223372036854776e+18,,Uncategorised,Others,Oral,0
705,vmp,12641511000001100,0501090K0AABTBT,Isoniazid 300mg/5ml oral solution,Isoniazid,300.0,258684004.0,Uncategorised,Others,Oral,1
706,vmp,35017711000001102,,Isoniazid 300mg/5ml solution for injection ampoules,Isoniazid,-9.223372036854776e+18,,Uncategorised,Others,Injectable,0
707,vmp,35017711000001102,,Isoniazid 300mg/5ml solution for injection ampoules,Isoniazid,-9.223372036854776e+18,,Uncategorised,Others,Injectable,0
708,vmp,12641611000001101,0501090K0AACQCQ,Isoniazid 30mg/5ml oral solution,Isoniazid,300.0,258684004.0,Uncategorised,Others,Oral,1
709,vmp,12641711000001105,0501090K0AACMCM,Isoniazid 375mg/5ml oral solution,Isoniazid,300.0,258684004.0,Uncategorised,Others,Oral,1
710,vmp,12641811000001102,0501090K0AACJCJ,Isoniazid 400mg/5ml oral solution,Isoniazid,300.0,258684004.0,Uncategorised,Others,Oral,1
711,vmp,12641911000001107,0501090K0AACPCP,Isoniazid 40mg/5ml oral solution,Isoniazid,300.0,258684004.0,Uncategorised,Others,Oral,1
712,vmp,12642011000001100,0501090K0AABYBY,Isoniazid 500mg/5ml oral solution,Isoniazid,300.0,258684004.0,Uncategorised,Others,Oral,1
713,vmp,324471006,0501090K0AAAHAH,Isoniazid 50mg tablets,Isoniazid,300.0,258684004.0,Uncategorised,Others,Oral,1
714,vmp,36050011000001106,0501090K0AAADAD,Isoniazid 50mg/2ml solution for injection ampoules,Isoniazid,300.0,258684004.0,Uncategorised,Others,Injectable,1
715,vmp,36050011000001106,0501090K0AAADAD,Isoniazid 50mg/2ml solution for injection ampoules,Isoniazid,300.0,258684004.0,Uncategorised,Others,Injectable,1
716,vmp,36050011000001106,0501090K0AAADAD,Isoniazid 50mg/2ml solution for injection ampoules,Isoniazid,300.0,258684004.0,Uncategorised,Others,Injectable,1
717,vmp,36050011000001106,0501090K0AAADAD,Isoniazid 50mg/2ml solution for injection ampoules,Isoniazid,300.0,258684004.0,Uncategorised,Others,Injectable,1
718,vmp,324475002,0501090K0AAADAD,Isoniazid 50mg/2ml solution for injection ampoules,Isoniazid,300.0,258684004.0,Uncategorised,Others,Injectable,1
719,vmp,324475002,0501090K0AAADAD,Isoniazid 50mg/2ml solution for injection ampoules,Isoniazid,300.0,258684004.0,Uncategorised,Others,Injectable,1
720,vmp,324475002,0501090K0AAADAD,Isoniazid 50mg/2ml solution for injection ampoules,Isoniazid,300.0,258684004.0,Uncategorised,Others,Injectable,1
721,vmp,324475002,0501090K0AAADAD,Isoniazid 50mg/2ml solution for injection ampoules,Isoniazid,300.0,258684004.0,Uncategorised,Others,Injectable,1
722,vmp,8562611000001102,0501090K0AACUCU,Isoniazid 50mg/5ml oral solution,Isoniazid,300.0,258684004.0,Uncategorised,Others,Oral,1
723,vmp,324473009,,Isoniazid 50mg/5ml oral solution sugar free,Isoniazid,-9.223372036854776e+18,,Uncategorised,Others,Oral,0
724,vmp,8562711000001106,0501090K0AABIBI,Isoniazid 50mg/5ml oral suspension,Isoniazid,300.0,258684004.0,Uncategorised,Others,Oral,1
725,vmp,12642111000001104,0501090K0AABXBX,Isoniazid 60mg/5ml oral solution,Isoniazid,300.0,258684004.0,Uncategorised,Others,Oral,1
726,vmp,8580511000001104,0501090K0AABVBV,Isoniazid 75mg/5ml oral solution,Isoniazid,300.0,258684004.0,Uncategorised,Others,Oral,1
727,vmp,8580611000001100,0501090K0AABVBV,Isoniazid 75mg/5ml oral suspension,Isoniazid,300.0,258684004.0,Uncategorised,Others,Oral,1
728,vmp,12642211000001105,0501090K0AACCCC,Isoniazid 80mg/5ml oral solution,Isoniazid,300.0,258684004.0,Uncategorised,Others,Oral,1
729,vmp,12642311000001102,0501090K0AACTCT,Isoniazid 85mg/5ml oral solution,Isoniazid,300.0,258684004.0,Uncategorised,Others,Oral,1
730,vmp,12642411000001109,0501090K0AABRBR,Isoniazid 87.5mg/5ml oral solution,Isoniazid,300.0,258684004.0,Uncategorised,Others,Oral,1
731,vmp,332366007,1306010I0AAACAC,Isotretinoin 0.05% / Erythromycin 2% gel,Erythromycin,-9.223372036854776e+18,,Watch,Macrolides,Topical,0
732,vmp,32522511000001104,0501120X0AAAFAF,Levofloxacin 100mg/ml nebuliser liquid ampoules,Levofloxacin hemihydrate,240.0,258684004.0,Watch,Quinolones,Other,1
733,vmp,39697411000001109,0501120X0AAABAB,Levofloxacin 250mg tablets,Levofloxacin hemihydrate,500.0,258684004.0,Watch,Quinolones,Oral,1
734,vmp,324633007,0501120X0AAABAB,Levofloxacin 250mg tablets,Levofloxacin hemihydrate,500.0,258684004.0,Watch,Quinolones,Oral,1
735,vmp,324634001,0501120X0AAAAAA,Levofloxacin 500mg tablets,Levofloxacin hemihydrate,500.0,258684004.0,Watch,Quinolones,Oral,1
736,vmp,19448711000001105,0501120X0AAADAD,Levofloxacin 500mg/100ml infusion bags,Levofloxacin hemihydrate,500.0,258684004.0,Watch,Quinolones,Injectable,1
737,vmp,23108311000001101,0501120X0AAAEAE,Levofloxacin 500mg/100ml solution for infusion bottles,Levofloxacin hemihydrate,500.0,258684004.0,Watch,Quinolones,Injectable,1
738,vmp,36038911000001106,0501120X0AAACAC,Levofloxacin 500mg/100ml solution for infusion vials,Levofloxacin hemihydrate,500.0,258684004.0,Watch,Quinolones,Injectable,1
739,vmp,324635000,0501120X0AAACAC,Levofloxacin 500mg/100ml solution for infusion vials,Levofloxacin hemihydrate,500.0,258684004.0,Watch,Quinolones,Injectable,1
740,vmp,10228011000001109,1103010AGAAAAAA,Levofloxacin 5mg/ml eye drops,Levofloxacin hemihydrate,-9.223372036854776e+18,,Watch,Quinolones,Topical,0
741,vmp,33550711000001102,1103010AGAAACAC,Levofloxacin 5mg/ml eye drops 0.3ml unit dose preservative free,Levofloxacin hemihydrate,-9.223372036854776e+18,,Watch,Quinolones,Topical,0
742,vmp,14253011000001103,1103010AGAAABAB,Levofloxacin 5mg/ml eye drops 0.5ml unit dose preservative free,Levofloxacin hemihydrate,-9.223372036854776e+18,,Watch,Quinolones,Topical,0
743,vmp,39097511000001103,1103010AGAAADAD,Levofloxacin 5mg/ml eye drops preservative free,Levofloxacin hemihydrate,-9.223372036854776e+18,,Watch,Quinolones,Topical,0
744,vmp,39718111000001106,0501070W0AAABAB,Linezolid 100mg/5ml oral suspension,Linezolid,1.2,258682000.0,Reserve,Others,Oral,1
745,vmp,407899006,0501070W0AAABAB,Linezolid 100mg/5ml oral suspension,Linezolid,1.2,258682000.0,Reserve,Others,Oral,1
746,vmp,134561001,0501070W0AAAAAA,Linezolid 600mg tablets,Linezolid,1.2,258682000.0,Reserve,Others,Oral,1
747,vmp,36040111000001105,0501070W0AAACAC,Linezolid 600mg/300ml infusion bags,Linezolid,1.2,258682000.0,Reserve,Others,Injectable,1
748,vmp,134560000,0501070W0AAACAC,Linezolid 600mg/300ml infusion bags,Linezolid,1.2,258682000.0,Reserve,Others,Injectable,1
749,vmp,36441911000001108,0501070W0AAADAD,Linezolid 600mg/300ml solution for infusion bottles,Linezolid,1.2,258682000.0,Reserve,Others,Injectable,1
750,vmp,324076005,0501030L0AAABAB,Lymecycline 408mg capsules,Lymecycline,600.0,258684004.0,Watch,Tetracyclines,Oral,1
751,vmp,37914011000001102,,Meropenem 1g / Vaborbactam 1g powder for solution for infusion vials,Meropenem trihydrate,-9.223372036854776e+18,,Reserve,Cephalosporins and other beta-lactams,Injectable,0
752,vmp,324344005,0501022A0AAABAB,Meropenem 1g powder for solution for injection vials,Meropenem trihydrate,3.0,258682000.0,Watch,Cephalosporins and other beta-lactams,Injectable,1
753,vmp,324343004,0501022A0AAAAAA,Meropenem 500mg powder for solution for injection vials,Meropenem trihydrate,3.0,258682000.0,Watch,Cephalosporins and other beta-lactams,Injectable,1
754,vmp,371616001,0501130H0AAAAAA,Methenamine hippurate 1g tablets,Methenamine hippurate,2.0,258682000.0,Uncategorised,Urinary-tract infections,Oral,1
755,vmp,324577008,0501130H0AAAAAA,Methenamine hippurate 1g tablets,Methenamine hippurate,2.0,258682000.0,Uncategorised,Urinary-tract infections,Oral,1
756,vmp,332985003,1310012K0AAAXAX,Metronidazole 0.75% cream,Metronidazole,-9.223372036854776e+18,,Uncategorised,"Metronidazole, tinidazole and ornidazole",Topical,0
757,vmp,332983005,1310012K0AAARAR,Metronidazole 0.75% gel,Metronidazole,-9.223372036854776e+18,,Uncategorised,"Metronidazole, tinidazole and ornidazole",Topical,0
758,vmp,332983005,1310012K0AAARAR,Metronidazole 0.75% gel,Metronidazole,-9.223372036854776e+18,,Uncategorised,"Metronidazole, tinidazole and ornidazole",Topical,0
759,vmp,326286000,0702020X0AAAAAA,Metronidazole 0.75% vaginal gel,Metronidazole,-9.223372036854776e+18,,Uncategorised,"Metronidazole, tinidazole and ornidazole",Topical,0
760,vmp,332984004,1310012K0AAAQAQ,Metronidazole 0.8% gel,Metronidazole,-9.223372036854776e+18,,Uncategorised,"Metronidazole, tinidazole and ornidazole",Topical,0
761,vmp,18684411000001104,1310012K0AABHBH,Metronidazole 0.85% gel,Metronidazole,-9.223372036854776e+18,,Uncategorised,"Metronidazole, tinidazole and ornidazole",Topical,0
762,vmp,332987006,1310012K0AABJBJ,Metronidazole 1% cream,Metronidazole,-9.223372036854776e+18,,Uncategorised,"Metronidazole, tinidazole and ornidazole",Topical,0
763,vmp,34378211000001106,1310012K0AABIBI,Metronidazole 10% ointment,Metronidazole,-9.223372036854776e+18,,Uncategorised,"Metronidazole, tinidazole and ornidazole",Other,0
764,vmp,34194011000001108,0501110C0AAADAD,Metronidazole 100mg/20ml solution for infusion ampoules,Metronidazole,1.5,258682000.0,Access,"Metronidazole, tinidazole and ornidazole",Injectable,1
765,vmp,324513000,0501110C0AAADAD,Metronidazole 100mg/20ml solution for infusion ampoules,Metronidazole,1.5,258682000.0,Access,"Metronidazole, tinidazole and ornidazole",Injectable,1
766,vmp,13007811000001103,0501110C0AABLBL,Metronidazole 100mg/5ml oral solution,Metronidazole benzoate,2.0,258682000.0,Access,"Metronidazole, tinidazole and ornidazole",Oral,1
767,vmp,13007911000001108,0501110C0AABTBT,Metronidazole 100mg/5ml oral suspension,Metronidazole benzoate,2.0,258682000.0,Access,"Metronidazole, tinidazole and ornidazole",Oral,1
768,vmp,324518009,0501110C0AAAHAH,Metronidazole 1g suppositories,Metronidazole,2.0,258682000.0,Uncategorised,"Metronidazole, tinidazole and ornidazole",Other,1
769,vmp,8797011000001108,1310012K0AAAEAE,Metronidazole 2% cream,Metronidazole,-9.223372036854776e+18,,Uncategorised,"Metronidazole, tinidazole and ornidazole",Topical,0
770,vmp,34607211000001108,0501110C0AABJBJ,Metronidazole 200mg suppositories,Metronidazole,2.0,258682000.0,Uncategorised,"Metronidazole, tinidazole and ornidazole",Other,1
771,vmp,324511003,0501110C0AAAIAI,Metronidazole 200mg tablets,Metronidazole,2.0,258682000.0,Access,"Metronidazole, tinidazole and ornidazole",Oral,1
772,vmp,13008011000001105,0501110C0AABQBQ,Metronidazole 200mg/5ml oral solution,Metronidazole benzoate,2.0,258682000.0,Access,"Metronidazole, tinidazole and ornidazole",Oral,1
773,vmp,324520007,0501110C0AAAEAE,Metronidazole 200mg/5ml oral suspension,Metronidazole benzoate,2.0,258682000.0,Access,"Metronidazole, tinidazole and ornidazole",Oral,1
774,vmp,331231009,1203020J0AAAAAA,Metronidazole 25% oromucosal gel sugar free,Metronidazole benzoate,-9.223372036854776e+18,,Uncategorised,"Metronidazole, tinidazole and ornidazole",Topical,0
775,vmp,324512005,0501110C0AAAJAJ,Metronidazole 400mg tablets,Metronidazole,2.0,258682000.0,Access,"Metronidazole, tinidazole and ornidazole",Oral,1
776,vmp,324517004,0501110C0AAAGAG,Metronidazole 500mg suppositories,Metronidazole,2.0,258682000.0,Uncategorised,"Metronidazole, tinidazole and ornidazole",Other,1
777,vmp,324523009,0501110C0AABHBH,Metronidazole 500mg tablets,Metronidazole,2.0,258682000.0,Access,"Metronidazole, tinidazole and ornidazole",Oral,1
778,vmp,36035611000001106,0501110C0AABABA,Metronidazole 500mg/100ml infusion 100ml bags,Metronidazole,1.5,258682000.0,Access,"Metronidazole, tinidazole and ornidazole",Injectable,1
779,vmp,324516008,0501110C0AABABA,Metronidazole 500mg/100ml infusion 100ml bags,Metronidazole,1.5,258682000.0,Access,"Metronidazole, tinidazole and ornidazole",Injectable,1
780,vmp,34617211000001105,0501110C0AAAKAK,Metronidazole 500mg/100ml solution for infusion bottles,Metronidazole,1.5,258682000.0,Access,"Metronidazole, tinidazole and ornidazole",Injectable,1
781,vmp,32655011000001106,0501110C0AABSBS,Metronidazole 500mg/5ml oral suspension,Metronidazole benzoate,2000.0,258684004.0,Access,"Metronidazole, tinidazole and ornidazole",Oral,1
782,vmp,13008111000001106,0501110C0AABRBR,Metronidazole 50mg/5ml oral solution,Metronidazole benzoate,2.0,258682000.0,Access,"Metronidazole, tinidazole and ornidazole",Oral,1
783,vmp,13008211000001100,0501110C0AABUBU,Metronidazole 50mg/5ml oral suspension,Metronidazole benzoate,2.0,258682000.0,Access,"Metronidazole, tinidazole and ornidazole",Oral,1
784,vmp,10824711000001106,,Metronidazole powder,Metronidazole,-9.223372036854776e+18,,Uncategorised,"Metronidazole, tinidazole and ornidazole",Other,0
785,vmp,39700811000001104,0501030P0AAAEAE,Minocycline 100mg capsules,Minocycline hydrochloride,200.0,258684004.0,Watch,Tetracyclines,Oral,1
