type,id,bnf_code,nm,ingredient,route,ddd,ddd_uomcd
vmp,323485005,0501012G0AAAGAG,Flucloxacillin 250mg/5ml oral solution,Flucloxacillin sodium,Oral,2.0,258682000.0
vmp,16089711000001107,0501012G0AAAQAQ,Flucloxacillin 250mg/5ml oral solution sugar free,Flucloxacillin sodium,Oral,2.0,258682000.0
vmp,323474008,0501012H0AAABAB,Flucloxacillin 250mg/5ml oral suspension,Flucloxacillin magnesium,Oral,2.0,258682000.0
vmp,34769611000001109,0501012G0AAARAR,Flucloxacillin 2g powder for solution for injection vials,Flucloxacillin sodium,Intravenous,2.0,258682000.0
vmp,35166211000001101,,Flucloxacillin 2g/100ml infusion bags,Flucloxacillin sodium,Intravenous,,
vmp,39692211000001107,0501012G0AAABAB,Flucloxacillin 500mg capsules,Flucloxacillin sodium,Oral,2.0,258682000.0
vmp,323492000,0501012G0AAADAD,Flucloxacillin 500mg powder for solution for injection vials,Flucloxacillin sodium,Intramuscular,2.0,258682000.0
vmp,323492000,0501012G0AAADAD,Flucloxacillin 500mg powder for solution for injection vials,Flucloxacillin sodium,Intrapleural,2.0,258682000.0
vmp,323492000,0501012G0AAADAD,Flucloxacillin 500mg powder for solution for injection vials,Flucloxacillin sodium,Intravenous,2.0,258682000.0
vmp,323492000,0501012G0AAADAD,Flucloxacillin 500mg powder for solution for injection vials,Flucloxacillin sodium,Inhalation,2.0,258682000.0
vmp,323492000,0501012G0AAADAD,Flucloxacillin 500mg powder for solution for injection vials,Flucloxacillin sodium,Intraarticular,2.0,258682000.0
vmp,22489111000001100,,Flucloxacillin 500mg/50ml infusion bags,Flucloxacillin sodium,Intravenous,,
vmp,22751511000001108,,Flucloxacillin sodium 125mg/5ml oral suspension,Flucloxacillin sodium,Oral,,
vmp,407831007,1304000N0AACBCB,Fluocinolone acetonide 0.025% / Neomycin 0.5% cream,Neomycin sulfate,Cutaneous,,
vmp,407832000,1304000N0AACDCD,Fluocinolone acetonide 0.025% / Neomycin 0.5% ointment,Neomycin sulfate,Cutaneous,,
vmp,25194411000001109,,Fosfomycin 250mg/5ml oral suspension,Fosfomycin calcium,Oral,,
vmp,18162111000001102,0501070AEAAADAD,Fosfomycin 3g granules sachets,Fosfomycin trometamol,Oral,3.0,258682000.0
vmp,21258811000001107,0501130S0AAAAAA,Fosfomycin 500mg capsules,Fosfomycin calcium,Oral,3.0,258682000.0
vmp,39020911000001103,1103010H0AAAAAA,Fusidic acid 1% modified-release eye drops,Fusidic acid,Ocular,,
vmp,332825002,1310012F0AAABAB,Fusidic acid 2% cream,Fusidic acid,Cutaneous,,
vmp,332826001,1310012F0AAACAC,Fusidic acid 2% gel,Fusidic acid,Cutaneous,,
vmp,324317000,0501070M0AAAAAA,Fusidic acid 250mg/5ml oral suspension,Fusidic acid,Oral,1.5,258682000.0
vmp,4030211000001108,1306010G0AAAAAA,Generic Actinac lotion,Chloramphenicol,Cutaneous,,
vmp,9217111000001103,,Generic CMW 1 Gentamicin cement 20g sachets,Gentamicin sulfate,Route of administration not applicable,,
vmp,9217711000001102,,Generic CMW 1 Gentamicin cement 40g sachets,Gentamicin sulfate,Route of administration not applicable,,
vmp,9216311000001104,,Generic CMW 1 Original Gentamicin cement 40g sachets,Gentamicin sulfate,Route of administration not applicable,,
vmp,9218311000001100,,Generic CMW 2 Gentamicin cement 20g sachets,Gentamicin sulfate,Route of administration not applicable,,
vmp,9218711000001101,,Generic CMW 2 Gentamicin cement 40g sachets,Gentamicin sulfate,Route of administration not applicable,,
vmp,9219911000001107,,Generic CMW 2000 Gentamicin cement 20g sachets,Gentamicin sulfate,Route of administration not applicable,,
vmp,9220311000001107,,Generic CMW 2000 Gentamicin cement 40g sachets,Gentamicin sulfate,Route of administration not applicable,,
vmp,9219111000001109,,Generic CMW 3 Gentamicin cement 20g sachets,Gentamicin sulfate,Route of administration not applicable,,
vmp,9219511000001100,,Generic CMW 3 Gentamicin cement 40g sachets,Gentamicin sulfate,Route of administration not applicable,,
vmp,3393611000001109,1310011P0AAAGAG,Generic Cicatrin cream,Neomycin sulfate,Cutaneous,,
vmp,3393711000001100,1310011P0AAAHAH,Generic Cicatrin powder,Neomycin sulfate,Cutaneous,,
vmp,35150411000001108,,Generic Copal G+C cement 40g sachets,Gentamicin sulfate,Route of administration not applicable,,
vmp,35150411000001108,,Generic Copal G+C cement 40g sachets,Clindamycin hydrochloride,Route of administration not applicable,,
vmp,34819711000001101,0501030X0AAAAAA,Generic Deteclo 300mg tablets,Demeclocycline hydrochloride,Oral,,
vmp,34819711000001101,0501030X0AAAAAA,Generic Deteclo 300mg tablets,Chlortetracycline hydrochloride,Oral,,
vmp,34819711000001101,0501030X0AAAAAA,Generic Deteclo 300mg tablets,Tetracycline hydrochloride,Oral,,
vmp,9220711000001106,,Generic Endurance Gentamicin cement 20g sachets,Gentamicin sulfate,Route of administration not applicable,,
vmp,9221111000001104,,Generic Endurance Gentamicin cement 40g sachets,Gentamicin sulfate,Route of administration not applicable,,
vmp,9191611000001100,,Generic Gentafix 1 cement 41.6g sachets,Gentamicin sulfate,Route of administration not applicable,,
vmp,9191711000001109,,Generic Gentafix 3 cement 41.6g sachets,Gentamicin sulfate,Route of administration not applicable,,
vmp,4009911000001100,1304000V0AACRCR,Generic Gregoderm ointment,Neomycin sulfate,Cutaneous,,
vmp,3546611000001108,1104010I0AAAEAE,Generic Maxitrol eye drops,Neomycin sulfate,Ocular,,
vmp,4389111000001100,1104010I0AAAFAF,Generic Maxitrol eye ointment,Neomycin sulfate,Ocular,,
vmp,35445511000001100,0501120N0AAACAC,Generic Mictral granules 7g sachets,Nalidixic acid,Oral,,
vmp,4009711000001102,1103010N0AAAHAH,Generic Neosporin eye drops,Neomycin sulfate,Ocular,,
vmp,21147111000001101,,Generic Otocomb Otic ear ointment,Neomycin sulfate,Auricular,,
vmp,3550411000001106,120101050AAABAB,Generic Otomize ear spray,Neomycin sulfate,Auricular,,
vmp,3550511000001105,1201010Q0AAACAC,Generic Otosporin ear drops,Neomycin sulfate,Auricular,,
vmp,9141111000001103,,Generic Palacos LV-40 with Gentamicin cement 41.8g sachets,Gentamicin sulfate,Route of administration not applicable,,
vmp,35149911000001108,,Generic Palacos MV+G cement 20g sachets,Gentamicin sulfate,Route of administration not applicable,,
vmp,35149811000001103,,Generic Palacos MV+G cement 40g sachets,Gentamicin sulfate,Route of administration not applicable,,
vmp,9140311000001106,,Generic Palacos R-20 with Gentamicin cement 20.4g sachets,Gentamicin sulfate,Route of administration not applicable,,
vmp,9140711000001105,,Generic Palacos R-40 with Gentamicin cement 40.8g sachets,Gentamicin sulfate,Route of administration not applicable,,
vmp,38840011000001101,,Generic Recarbrio 500mg/500mg/250mg powder for solution for infusion vials,Cilastatin sodium,Intravenous,,
vmp,38840011000001101,,Generic Recarbrio 500mg/500mg/250mg powder for solution for infusion vials,Imipenem monohydrate,Intravenous,,
vmp,35150011000001104,,Generic Refobacin Revision cement 40g sachets,Gentamicin sulfate,,,
vmp,35150011000001104,,Generic Refobacin Revision cement 40g sachets,Clindamycin hydrochloride,,,
vmp,346672000,0501090S0AAACAC,Generic Rifater tablets,Isoniazid,Oral,,
vmp,346672000,0501090S0AAACAC,Generic Rifater tablets,Pyrazinamide,Oral,,
vmp,346672000,0501090S0AAACAC,Generic Rifater tablets,Rifampicin,Oral,,
vmp,9141911000001100,,Generic Smartset GHV Gentamicin bone cement 20g sachets,Gentamicin sulfate,Route of administration not applicable,,
vmp,9141511000001107,,Generic Smartset GHV Gentamicin bone cement 40g sachets,Gentamicin sulfate,Route of administration not applicable,,
vmp,3557011000001101,1201010Z0AAACAC,Generic Tri-Adcortyl Otic ointment,Neomycin sulfate,Auricular,,
vmp,3557111000001100,1304000Z0AACECE,Generic Tri-Adcortyl cream,Neomycin sulfate,Cutaneous,,
vmp,3557211000001106,1304000Z0AACJCJ,Generic Tri-Adcortyl ointment,Neomycin sulfate,Cutaneous,,
vmp,21733111000001101,0501090S0BEAAA0,Generic Voractiv tablets,Ethambutol hydrochloride,Oral,,
vmp,21733111000001101,0501090S0BEAAA0,Generic Voractiv tablets,Isoniazid,Oral,,
vmp,21733111000001101,0501090S0BEAAA0,Generic Voractiv tablets,Pyrazinamide,Oral,,
vmp,21733111000001101,0501090S0BEAAA0,Generic Voractiv tablets,Rifampicin,Oral,,
vmp,18496211000001105,1310012I0AAAEAE,Gentamicin 0.1% cream,Gentamicin sulfate,Route of administration not applicable,,
vmp,330936001,1201010G0AAACAC,Gentamicin 0.3% / Hydrocortisone acetate 1% ear drops,Gentamicin sulfate,Auricular,,
vmp,347272000,1103010G0AAAFAF,Gentamicin 0.3% ear/eye drops,Gentamicin sulfate,Auricular,,
vmp,347272000,1103010G0AAAFAF,Gentamicin 0.3% ear/eye drops,Gentamicin sulfate,Ocular,,
vmp,36062811000001109,1103010G0AAAAAA,Gentamicin 0.3% eye drops 0.5ml unit dose preservative free,Gentamicin sulfate,Ocular,,
vmp,11378211000001104,,Gentamicin 0.3% eye ointment,Gentamicin sulfate,Ocular,,
vmp,347132000,1103010G0AAAHAH,Gentamicin 1.5% eye drops,Gentamicin sulfate,Ocular,,
vmp,36062911000001104,1103010G0AAAKAK,Gentamicin 1.5% eye drops preservative free,Gentamicin sulfate,Ocular,,
vmp,16174211000001104,1103010G0AAAMAM,Gentamicin 1.9% eye drops preservative free,Gentamicin sulfate,Ocular,,
vmp,38521211000001101,,Gentamicin 160mg/100ml infusion bags,Gentamicin sulfate,Intravenous,,
vmp,29903511000001102,0501040H0AABBBB,Gentamicin 20mg/2ml solution for injection ampoules,Gentamicin sulfate,Intravenous,,
vmp,36063011000001107,0501040H0AAAEAE,Gentamicin 20mg/2ml solution for injection vials,Gentamicin sulfate,Intramuscular,240.0,258684004.0
vmp,36063011000001107,0501040H0AAAEAE,Gentamicin 20mg/2ml solution for injection vials,Gentamicin sulfate,Intravenous,240.0,258684004.0
vmp,8750011000001100,,Gentamicin 225mg implant,Gentamicin sulfate,Intralesional,,
vmp,7652011000001101,,Gentamicin 240mg/100ml infusion bags,Gentamicin sulfate,Intravenous,,
vmp,38521311000001109,,Gentamicin 240mg/106ml infusion bags,Gentamicin sulfate,Intravenous,,
vmp,29951111000001100,0501040H0AABDBD,Gentamicin 240mg/80ml infusion bags,Gentamicin sulfate,Intravenous,240.0,258684004.0
vmp,39405311000001105,,Gentamicin 240mg/80ml infusion polyethylene bottles,Gentamicin sulfate,Intravenous,,
vmp,8751411000001100,,Gentamicin 28mg implant,Gentamicin sulfate,Intralesional,,
vmp,38521411000001102,,Gentamicin 300mg/107.5ml infusion bags,Gentamicin sulfate,Intravenous,,
vmp,27800411000001108,0501040H0AAAZAZ,Gentamicin 30mg/5ml oral suspension,Gentamicin sulfate,Oral,,
vmp,29827911000001102,0501040H0AABABA,Gentamicin 35mg/5ml oral suspension,Gentamicin sulfate,Oral,,
vmp,7652511000001109,,Gentamicin 360mg/100ml infusion bags,Gentamicin sulfate,Intravenous,,
vmp,38521511000001103,,Gentamicin 360mg/109ml infusion bags,Gentamicin sulfate,Intravenous,,
vmp,29951211000001106,0501040H0AABEBE,Gentamicin 360mg/120ml infusion bags,Gentamicin sulfate,Intravenous,240.0,258684004.0
vmp,39405411000001103,,Gentamicin 360mg/120ml infusion polyethylene bottles,Gentamicin sulfate,Intravenous,,
vmp,36050911000001105,0501040H0AAAQAQ,Gentamicin 40mg/1ml solution for injection ampoules,Gentamicin sulfate,Intramuscular,240.0,258684004.0
vmp,36050911000001105,0501040H0AAAQAQ,Gentamicin 40mg/1ml solution for injection ampoules,Gentamicin sulfate,Intravenous,240.0,258684004.0
vmp,38521611000001104,,Gentamicin 440mg/111ml infusion bags,Gentamicin sulfate,Intravenous,,
vmp,32749211000001108,0501040H0AABFBF,Gentamicin 45mg/5ml oral solution,Gentamicin sulfate,Oral,,
vmp,8523611000001103,0501040H0AAAWAW,Gentamicin 50mg/5ml oral solution,Gentamicin sulfate,Oral,240.0,258684004.0
vmp,4615711000001107,0501040H0AAAHAH,Gentamicin 5mg/1ml solution for injection ampoules,Gentamicin sulfate,Intrathecal,240.0,258684004.0
vmp,4615711000001107,0501040H0AAAHAH,Gentamicin 5mg/1ml solution for injection ampoules,Gentamicin sulfate,Intracerebroventricular,240.0,258684004.0
vmp,12089911000001108,0501040H0AAAXAX,Gentamicin 62.5mg/5ml oral solution,Gentamicin sulfate,Oral,,
vmp,8748511000001108,,Gentamicin 75mg implant,Gentamicin sulfate,Intralesional,,
vmp,12090011000001100,0501040H0AAAYAY,Gentamicin 75mg/5ml oral solution,Gentamicin sulfate,Oral,,
vmp,36051011000001102,0501040H0AAAAAA,Gentamicin 80mg/2ml solution for injection ampoules,Gentamicin sulfate,Intramuscular,240.0,258684004.0
vmp,36051011000001102,0501040H0AAAAAA,Gentamicin 80mg/2ml solution for injection ampoules,Gentamicin sulfate,Intravenous,240.0,258684004.0
vmp,36051111000001101,0501040H0AAAMAM,Gentamicin 80mg/2ml solution for injection vials,Gentamicin sulfate,Intramuscular,240.0,258684004.0
vmp,36051111000001101,0501040H0AAAMAM,Gentamicin 80mg/2ml solution for injection vials,Gentamicin sulfate,Intravenous,240.0,258684004.0
vmp,7651311000001107,,Gentamicin 80mg/50ml infusion bags,Gentamicin sulfate,Intravenous,,
vmp,29951311000001103,0501040H0AABCBC,Gentamicin 80mg/80ml infusion bags,Gentamicin sulfate,Intravenous,240.0,258684004.0
vmp,39405511000001104,,Gentamicin 80mg/80ml infusion polyethylene bottles,Gentamicin sulfate,Intravenous,,
vmp,331771000,1304000V0AACKCK,Hydrocortisone 1% / Neomycin 0.5% cream,Neomycin sulfate,Cutaneous,,
vmp,330952003,1201010G0AAAAAA,Hydrocortisone 1.5% / Neomycin 0.5% ear/eye drops,Neomycin sulfate,Auricular,,
vmp,330952003,1201010G0AAAAAA,Hydrocortisone 1.5% / Neomycin 0.5% ear/eye drops,Neomycin sulfate,Ocular,,
vmp,330951005,1201010G0AAABAB,Hydrocortisone 1.5% / Neomycin 0.5% ear/eye ointment,Neomycin sulfate,Auricular,,
vmp,330951005,1201010G0AAABAB,Hydrocortisone 1.5% / Neomycin 0.5% ear/eye ointment,Neomycin sulfate,Ocular,,
vmp,331742001,1304000X0AACBCB,Hydrocortisone acetate 1% / Fusidic acid 2% cream,Fusidic acid,Cutaneous,,
vmp,331740009,1304000X0AACGCG,Hydrocortisone acetate 1% / Sodium fusidate 2% ointment,Sodium fusidate,Cutaneous,,
vmp,4396211000001103,0501022D0AAAAAA,Imipenem 500mg / Cilastatin 500mg powder for solution for infusion vials,Cilastatin sodium,Intravenous,2.0,258682000.0
vmp,4396211000001103,0501022D0AAAAAA,Imipenem 500mg / Cilastatin 500mg powder for solution for infusion vials,Imipenem monohydrate,Intravenous,2.0,258682000.0
vmp,323970005,0501022D0AAACAC,Imipenem 500mg / Cilastatin 500mg powder for suspension for injection vials,Cilastatin sodium,Intramuscular,2.0,258682000.0
vmp,323970005,0501022D0AAACAC,Imipenem 500mg / Cilastatin 500mg powder for suspension for injection vials,Imipenem monohydrate,Intramuscular,2.0,258682000.0
vmp,324472004,0501090K0AAAIAI,Isoniazid 100mg tablets,Isoniazid,Oral,300.0,258684004.0
vmp,8562211000001104,0501090K0AABJBJ,Isoniazid 100mg/5ml oral solution,Isoniazid,Oral,300.0,258684004.0
vmp,8562311000001107,0501090K0AABJBJ,Isoniazid 100mg/5ml oral suspension,Isoniazid,Oral,300.0,258684004.0
vmp,32464311000001101,,Isoniazid 100mg/5ml solution for injection ampoules,Isoniazid,Intramuscular,,
vmp,32464311000001101,,Isoniazid 100mg/5ml solution for injection ampoules,Isoniazid,Intravenous,,
vmp,32464311000001101,,Isoniazid 100mg/5ml solution for injection ampoules,Isoniazid,Subcutaneous,,
vmp,32464311000001101,,Isoniazid 100mg/5ml solution for injection ampoules,Isoniazid,Intracavernous,,
vmp,32464311000001101,,Isoniazid 100mg/5ml solution for injection ampoules,Isoniazid,Intraarticular,,
vmp,32464311000001101,,Isoniazid 100mg/5ml solution for injection ampoules,Isoniazid,Intravesical,,
vmp,12639711000001108,0501090K0AABQBQ,Isoniazid 110mg/5ml oral solution,Isoniazid,Oral,300.0,258684004.0
vmp,12639811000001100,0501090K0AACSCS,Isoniazid 119mg/5ml oral solution,Isoniazid,Oral,300.0,258684004.0
vmp,12639911000001105,0501090K0AABZBZ,Isoniazid 120mg/5ml oral solution,Isoniazid,Oral,300.0,258684004.0
vmp,12640011000001104,0501090K0AACECE,Isoniazid 125mg/5ml oral solution,Isoniazid,Oral,300.0,258684004.0
vmp,12640111000001103,0501090K0AABKBK,Isoniazid 130mg/5ml oral solution,Isoniazid,Oral,300.0,258684004.0
vmp,12640211000001109,0501090K0AABPBP,Isoniazid 135mg/5ml oral solution,Isoniazid,Oral,300.0,258684004.0
vmp,12640311000001101,0501090K0AACBCB,Isoniazid 140mg/5ml oral solution,Isoniazid,Oral,300.0,258684004.0
vmp,8562411000001100,0501090K0AABLBL,Isoniazid 150mg/5ml oral solution,Isoniazid,Oral,300.0,258684004.0
vmp,8562511000001101,0501090K0AABLBL,Isoniazid 150mg/5ml oral suspension,Isoniazid,Oral,300.0,258684004.0
vmp,12640411000001108,0501090K0AABNBN,Isoniazid 17.5mg/5ml oral solution,Isoniazid,Oral,300.0,258684004.0
vmp,12640511000001107,0501090K0AACKCK,Isoniazid 170mg/5ml oral solution,Isoniazid,Oral,300.0,258684004.0
vmp,12640611000001106,0501090K0AACGCG,Isoniazid 175mg/5ml oral solution,Isoniazid,Oral,300.0,258684004.0
vmp,12640711000001102,0501090K0AABUBU,Isoniazid 180mg/5ml oral solution,Isoniazid,Oral,300.0,258684004.0
vmp,8580311000001105,0501090K0AABMBM,Isoniazid 200mg/5ml oral solution,Isoniazid,Oral,300.0,258684004.0
vmp,8580411000001103,0501090K0AABMBM,Isoniazid 200mg/5ml oral suspension,Isoniazid,Oral,300.0,258684004.0
vmp,12640811000001105,0501090K0AABSBS,Isoniazid 220mg/5ml oral solution,Isoniazid,Oral,300.0,258684004.0
vmp,12640911000001100,0501090K0AABWBW,Isoniazid 250mg/5ml oral solution,Isoniazid,Oral,300.0,258684004.0
vmp,12641011000001108,0501090K0AACDCD,Isoniazid 25mg/5ml oral solution,Isoniazid,Oral,300.0,258684004.0
vmp,12641111000001109,0501090K0AACFCF,Isoniazid 260mg/5ml oral solution,Isoniazid,Oral,300.0,258684004.0
vmp,12641211000001103,0501090K0AACACA,Isoniazid 270mg/5ml oral solution,Isoniazid,Oral,300.0,258684004.0
vmp,12641311000001106,0501090K0AACLCL,Isoniazid 27mg/5ml oral solution,Isoniazid,Oral,300.0,258684004.0
vmp,12641411000001104,0501090K0AACRCR,Isoniazid 30.5mg/5ml oral solution,Isoniazid,Oral,300.0,258684004.0
vmp,377060006,,Isoniazid 300mg tablets,Isoniazid,Oral,,
vmp,12641511000001100,0501090K0AABTBT,Isoniazid 300mg/5ml oral solution,Isoniazid,Oral,300.0,258684004.0
vmp,35017711000001102,,Isoniazid 300mg/5ml solution for injection ampoules,Isoniazid,Intramuscular,,
vmp,35017711000001102,,Isoniazid 300mg/5ml solution for injection ampoules,Isoniazid,Intravenous,,
vmp,12641611000001101,0501090K0AACQCQ,Isoniazid 30mg/5ml oral solution,Isoniazid,Oral,300.0,258684004.0
vmp,12641711000001105,0501090K0AACMCM,Isoniazid 375mg/5ml oral solution,Isoniazid,Oral,300.0,258684004.0
vmp,12641811000001102,0501090K0AACJCJ,Isoniazid 400mg/5ml oral solution,Isoniazid,Oral,300.0,258684004.0
vmp,12641911000001107,0501090K0AACPCP,Isoniazid 40mg/5ml oral solution,Isoniazid,Oral,300.0,258684004.0
vmp,12642011000001100,0501090K0AABYBY,Isoniazid 500mg/5ml oral solution,Isoniazid,Oral,300.0,258684004.0
vmp,324471006,0501090K0AAAHAH,Isoniazid 50mg tablets,Isoniazid,Oral,300.0,258684004.0
vmp,36050011000001106,0501090K0AAADAD,Isoniazid 50mg/2ml solution for injection ampoules,Isoniazid,Intramuscular,300.0,258684004.0
vmp,36050011000001106,0501090K0AAADAD,Isoniazid 50mg/2ml solution for injection ampoules,Isoniazid,Intrapleural,300.0,258684004.0
vmp,36050011000001106,0501090K0AAADAD,Isoniazid 50mg/2ml solution for injection ampoules,Isoniazid,Intrathecal,300.0,258684004.0
vmp,36050011000001106,0501090K0AAADAD,Isoniazid 50mg/2ml solution for injection ampoules,Isoniazid,Intravenous,300.0,258684004.0
vmp,8562611000001102,0501090K0AACUCU,Isoniazid 50mg/5ml oral solution,Isoniazid,Oral,300.0,258684004.0
vmp,324473009,,Isoniazid 50mg/5ml oral solution sugar free,Isoniazid,Oral,,
vmp,8562711000001106,0501090K0AABIBI,Isoniazid 50mg/5ml oral suspension,Isoniazid,Oral,300.0,258684004.0
vmp,12642111000001104,0501090K0AABXBX,Isoniazid 60mg/5ml oral solution,Isoniazid,Oral,300.0,258684004.0
vmp,8580511000001104,0501090K0AABVBV,Isoniazid 75mg/5ml oral solution,Isoniazid,Oral,300.0,258684004.0
vmp,8580611000001100,0501090K0AABVBV,Isoniazid 75mg/5ml oral suspension,Isoniazid,Oral,300.0,258684004.0
vmp,12642211000001105,0501090K0AACCCC,Isoniazid 80mg/5ml oral solution,Isoniazid,Oral,300.0,258684004.0
vmp,12642311000001102,0501090K0AACTCT,Isoniazid 85mg/5ml oral solution,Isoniazid,Oral,300.0,258684004.0
vmp,12642411000001109,0501090K0AABRBR,Isoniazid 87.5mg/5ml oral solution,Isoniazid,Oral,300.0,258684004.0
vmp,332366007,1306010I0AAACAC,Isotretinoin 0.05% / Erythromycin 2% gel,Erythromycin,Cutaneous,,
vmp,32522511000001104,0501120X0AAAFAF,Levofloxacin 100mg/ml nebuliser liquid ampoules,Levofloxacin hemihydrate,Inhalation,240.0,258684004.0
vmp,39697411000001109,0501120X0AAABAB,Levofloxacin 250mg tablets,Levofloxacin hemihydrate,Oral,500.0,258684004.0
vmp,324634001,0501120X0AAAAAA,Levofloxacin 500mg tablets,Levofloxacin hemihydrate,Oral,500.0,258684004.0
vmp,19448711000001105,0501120X0AAADAD,Levofloxacin 500mg/100ml infusion bags,Levofloxacin hemihydrate,Intravenous,500.0,258684004.0
vmp,23108311000001101,0501120X0AAAEAE,Levofloxacin 500mg/100ml solution for infusion bottles,Levofloxacin hemihydrate,Intravenous,500.0,258684004.0
vmp,36038911000001106,0501120X0AAACAC,Levofloxacin 500mg/100ml solution for infusion vials,Levofloxacin hemihydrate,Intravenous,500.0,258684004.0
vmp,10228011000001109,1103010AGAAAAAA,Levofloxacin 5mg/ml eye drops,Levofloxacin hemihydrate,Ocular,,
vmp,33550711000001102,1103010AGAAACAC,Levofloxacin 5mg/ml eye drops 0.3ml unit dose preservative free,Levofloxacin hemihydrate,Ocular,,
vmp,14253011000001103,1103010AGAAABAB,Levofloxacin 5mg/ml eye drops 0.5ml unit dose preservative free,Levofloxacin hemihydrate,Ocular,,
vmp,39097511000001103,1103010AGAAADAD,Levofloxacin 5mg/ml eye drops preservative free,Levofloxacin hemihydrate,Ocular,,
vmp,39718111000001106,0501070W0AAABAB,Linezolid 100mg/5ml oral suspension,Linezolid,Oral,1.2,258682000.0
vmp,134561001,0501070W0AAAAAA,Linezolid 600mg tablets,Linezolid,Oral,1.2,258682000.0
vmp,36040111000001105,0501070W0AAACAC,Linezolid 600mg/300ml infusion bags,Linezolid,Intravenous,1.2,258682000.0
vmp,36441911000001108,0501070W0AAADAD,Linezolid 600mg/300ml solution for infusion bottles,Linezolid,Intravenous,1.2,258682000.0
vmp,324076005,0501030L0AAABAB,Lymecycline 408mg capsules,Lymecycline,Oral,600.0,258684004.0
vmp,37914011000001102,,Meropenem 1g / Vaborbactam 1g powder for solution for infusion vials,Meropenem trihydrate,Intravenous,,
vmp,324344005,0501022A0AAABAB,Meropenem 1g powder for solution for injection vials,Meropenem trihydrate,Intravenous,3.0,258682000.0
vmp,324343004,0501022A0AAAAAA,Meropenem 500mg powder for solution for injection vials,Meropenem trihydrate,Intravenous,3.0,258682000.0
vmp,371616001,0501130H0AAAAAA,Methenamine hippurate 1g tablets,Methenamine hippurate,Oral,2.0,258682000.0
vmp,332985003,1310012K0AAAXAX,Metronidazole 0.75% cream,Metronidazole,Cutaneous,,
vmp,332983005,1310012K0AAARAR,Metronidazole 0.75% gel,Metronidazole,Cutaneous,,
vmp,332983005,1310012K0AAARAR,Metronidazole 0.75% gel,Metronidazole,Vaginal,,
vmp,326286000,0702020X0AAAAAA,Metronidazole 0.75% vaginal gel,Metronidazole,Vaginal,,
vmp,332984004,1310012K0AAAQAQ,Metronidazole 0.8% gel,Metronidazole,Cutaneous,,
vmp,18684411000001104,1310012K0AABHBH,Metronidazole 0.85% gel,Metronidazole,Cutaneous,,
vmp,332987006,1310012K0AABJBJ,Metronidazole 1% cream,Metronidazole,Cutaneous,,
vmp,34378211000001106,1310012K0AABIBI,Metronidazole 10% ointment,Metronidazole,Route of administration not applicable,,
vmp,34194011000001108,0501110C0AAADAD,Metronidazole 100mg/20ml solution for infusion ampoules,Metronidazole,Intravenous,1.5,258682000.0
vmp,13007811000001103,0501110C0AABLBL,Metronidazole 100mg/5ml oral solution,Metronidazole benzoate,Oral,2.0,258682000.0
vmp,13007911000001108,0501110C0AABTBT,Metronidazole 100mg/5ml oral suspension,Metronidazole benzoate,Oral,2.0,258682000.0
vmp,324518009,0501110C0AAAHAH,Metronidazole 1g suppositories,Metronidazole,Rectal,2.0,258682000.0
vmp,8797011000001108,1310012K0AAAEAE,Metronidazole 2% cream,Metronidazole,Cutaneous,,
vmp,34607211000001108,0501110C0AABJBJ,Metronidazole 200mg suppositories,Metronidazole,Rectal,2.0,258682000.0
vmp,324511003,0501110C0AAAIAI,Metronidazole 200mg tablets,Metronidazole,Oral,2.0,258682000.0
vmp,13008011000001105,0501110C0AABQBQ,Metronidazole 200mg/5ml oral solution,Metronidazole benzoate,Oral,2.0,258682000.0
vmp,324520007,0501110C0AAAEAE,Metronidazole 200mg/5ml oral suspension,Metronidazole benzoate,Oral,2.0,258682000.0
vmp,331231009,1203020J0AAAAAA,Metronidazole 25% oromucosal gel sugar free,Metronidazole benzoate,Gingival,,
vmp,324512005,0501110C0AAAJAJ,Metronidazole 400mg tablets,Metronidazole,Oral,2.0,258682000.0
vmp,324517004,0501110C0AAAGAG,Metronidazole 500mg suppositories,Metronidazole,Rectal,2.0,258682000.0
vmp,324523009,0501110C0AABHBH,Metronidazole 500mg tablets,Metronidazole,Oral,2.0,258682000.0
vmp,36035611000001106,0501110C0AABABA,Metronidazole 500mg/100ml infusion 100ml bags,Metronidazole,Intravenous,1.5,258682000.0
vmp,34617211000001105,0501110C0AAAKAK,Metronidazole 500mg/100ml solution for infusion bottles,Metronidazole,Intravenous,1.5,258682000.0
vmp,32655011000001106,0501110C0AABSBS,Metronidazole 500mg/5ml oral suspension,Metronidazole benzoate,Oral,2000.0,258684004.0
vmp,13008111000001106,0501110C0AABRBR,Metronidazole 50mg/5ml oral solution,Metronidazole benzoate,Oral,2.0,258682000.0
vmp,13008211000001100,0501110C0AABUBU,Metronidazole 50mg/5ml oral suspension,Metronidazole benzoate,Oral,2.0,258682000.0
vmp,10824711000001106,,Metronidazole powder,Metronidazole,Route of administration not applicable,,
vmp,39700811000001104,0501030P0AAAEAE,Minocycline 100mg capsules,Minocycline hydrochloride,Oral,200.0,258684004.0
vmp,36565111000001106,0501030P0AAACAC,Minocycline 100mg modified-release capsules,Minocycline hydrochloride,Oral,200.0,258684004.0
vmp,39700911000001109,0501030P0AAABAB,Minocycline 100mg tablets,Minocycline hydrochloride,Oral,200.0,258684004.0
